Approved Symbol	RefSeq IDs
SNORD116-20	NR_003334
SNORD116-21	NR_003335
SNORD116-22	NR_003336
SNORD116-23	NR_003337
SNORD116-24	NR_003338
SNORD116-25	NR_003339
SNORD116-26	NR_003340
SNORD116-27	NR_003341
SNORD116-28	NR_003361
SNORD116-29	NR_003360
SNORD116@	NR_003106
SNORD117	NR_003140
SNORD118	NR_033294
SNORD119	NR_003684
SNORD121A	NR_003685
SNORD121B	NR_003690
SNORD123	NR_003689
SNORD124	NR_003692
SNORD125	NR_003686
SNORD126	NR_003693
SNORD127	NR_003691
SNPH	NM_014723
SNRK	NM_017719
SNRNP25	NM_024571
SNRNP27	NM_006857
SNRNP35	NM_007020
SNRNP40	NM_004814
SNRNP48	NM_152551
SNRNP70	NM_003089
SNRNP200	NM_014014
SNRPA	NM_004596
SNRPA1	NM_003090
SNRPB2	NM_003092
SNRPD1	NM_006938
SNRPD2	NM_004597
SNRPD2P1	NG_023172
SNRPD2P2	NR_033826
SNRPD3	NM_004175
SNRPE	NM_003094
SNRPEP1	NG_008773
SNRPEP2	NG_006656
SNRPEP3	NG_008888
SNRPEP4	NG_023307
SNRPF	NM_003095
SNRPN	NM_003097
SNTA1	NM_003098
SNTB1	NM_021021
SNTG2	NM_018968
SNTN	NM_001080537
SNUPN	NM_005701
SNURF	NM_005678
SNW1	NM_012245
SNX1	NM_003099
SNX2	NM_003100
SNX4	NM_003794
SNX12	NM_013346
SNX13	NM_015132
SNX14	NM_153816
SNX16	NM_022133
SNX17	NM_014748
SNX18P1Y	NG_024792
SNX18P10	NG_025018
SNX18P11	NG_025050
SNX18P12	NG_025020
SNX18P17	NG_027137
SNX18P18	NG_026983
SNX18P19	NG_026984
SNX18P20	NG_027139
SNX18P21	NG_027138
SNX18P22	NG_027140
SNX18P25	NG_025209
SNX19	NM_014758
SNX19P2	NG_006945
SNX19P3	NG_006944
SNX20	NM_153337
SNX21	NM_033421
SNX22	NM_024798
SNX24	NM_014035
SNX25	NM_031953
SNX27	NM_030918
SNX29P2	NR_002939
SNX31	NM_152628
SNX32	NM_152760
SNX33	NM_153271
SOAT1	NM_003101
SOBP	NM_018013
SOCS2P1	NG_002411
SOCS7	XM_371052
SOD1	NM_000454
SOD2	NM_000636
SOGA1	NM_199181
SOGA2	NM_015210
SOGA3	NM_001012279
SOHLH1	NM_001012415
SOHLH2	NM_017826
SOLH	NM_005632
SON	NM_138927
SONP1	NG_001549
SORBS2	NM_003603
SORBS3	NM_005775
SORCS1	NM_052918
SORCS2	NM_020777
SORCS3	NM_014978
SORL1	NM_003105
SORT1	NM_002959
SOS1	NM_005633
SOST	NM_025237
SOSTDC1	NM_015464
SOWAHA	NM_175873
SOWAHB	NM_001029870
SOWAHC	NM_023016
SOWAHD	NM_001105576
SOX1	NM_005986
SOX2	NM_003106
SOX2-OT	NR_004053
SOX4	NM_003107
SOX5	NM_006940
SOX5P	NG_002726
SOX6	NM_033326
SOX9	NM_000346
SOX10	NM_006941
SOX11	NM_003108
SOX12	NM_006943
SOX13	NM_005686
SOX14	NM_004189
SOX15	NM_006942
SOX21	NM_007084
SOX30	NM_007017
SP2	NM_003110
SP3	NM_003111
SP3P	NG_004748
SP4	NM_003112
SP5	XM_371581
SP6	NM_199262
SP9	NM_001145250
SP100	NM_003113
SP110	NM_080424
SP140	NM_007237
SP140L	NM_138402
SPA17	NM_017425
SPA17P1	NG_001328
SPACA3	NM_173847
SPACA4	NM_133498
SPACA5	NM_205856
SPACA5B	NM_001079900
SPACA7	NM_145248
SPAG1	NM_172218
SPAG4	NM_003116
SPAG5	NM_006461
SPAG5-AS1	NR_040012
SPAG7	NM_004890
SPAG8	NM_012436
SPAG9	NM_003971
SPAG11A	NM_001081552
SPAG11B	NM_058202, NM_058200, NM_058201, NM_016512, NM_058203, NM_058206, NM_058207
SPAG16	NM_024532
SPAG17	NM_206996
SPANXA1	NM_013453
SPANXA2-OT1	NR_037183
SPANXB1	NM_032461
SPANXB2	NM_145664
SPANXC	NM_022661
SPANXE	NM_145665
SPANXF1	NM_139019
SPANXN1	NM_001009614
SPANXN2	NM_001009615
SPANXN3	NM_001009609
SPANXN4	NM_001009613
SPANXN5	NM_001009616
SPARC	NM_003118
SPAST	NM_199436
SPATA1	NM_022354
SPATA2	NM_006038
SPATA2L	NM_152339
SPATA3	NM_139073
SPATA4	NM_144644
SPATA5	NM_145207
SPATA5L1	NM_024063
SPATA8	NM_173499
SPATA9	NM_031952
SPATA12	NM_181727
SPATA13	NM_153023
SPATA16	NM_031955
SPATA17	NM_138796
SPATA18	NM_145263
SPATA19	NM_174927
SPATA20	NM_022827
SPATA21	NM_198546
SPATA22	NM_032598
SPATA24	NM_194296
SPATC1	NM_198572
SPATS1	NM_145026
SPATS2	NM_023071
SPATS2L	NM_015535
SPC24	NM_182513
SPC25	NM_020675
SPCS1	NM_014041
SPCS2	NM_014752
SPCS2P	XM_170777
SPCS3	NM_021928
SPDEF	NM_012391
SPDYA	NM_182756
SPDYC	NM_001008778
SPDYE1	NM_175064
SPDYE2	NM_001031618
SPDYE3	NM_001004351
SPDYE4	NM_001128076
SPDYE5	NM_001099435
SPDYE6	NM_001146210
SPDYE7P	NR_003666
SPDYE8P	NR_003664
SPECC1	NM_152904
SPECC1L	NM_015330
SPEF2	NM_144722
SPEG	NM_005876
SPEM1	NM_199339
SPEN	NM_015001
SPERT	NM_152719
SPESP1	NM_145658
SPG7	NM_003119
SPG21	NM_016630
SPHAR	NM_006542
SPHK1	NM_182965, NM_021972
SPHKAP	NM_030623
SPI1	NM_003120
SPIB	NM_003121
SPIC	NM_152323
SPICE1	NM_144718
SPIN1	NM_006717
SPIN2A	NM_019003
SPIN2B	NM_001006681
SPIN3	XM_093024
SPIN4	NM_001012968
SPINK1	NM_003122
SPINK2	NM_021114
SPINK4	NM_014471
SPINK5	NM_001127698
SPINK6	NM_205841
SPINK7	NM_032566
SPINK8	NM_001080525
SPINK9	NM_001040433
SPINK13	NM_001040129.2
SPINK14	NM_001001325
SPINLW1-WFDC6	NM_001198986.1
SPINT1	NM_003710
SPINT3	NM_006652
SPINT4	XM_372869
SPIRE1	XM_290818
SPIRE2	XM_047462
SPNS1	NM_032038
SPNS3	NM_182538
SPO11	NM_012444
SPOCD1	NM_144569
SPOCK1	NM_004598
SPOP	NM_003563
SPP2	NM_006944
SPPL2A	NM_032802
SPPL2B	NM_020172
SPPL2C	NM_175882
SPPL3	NM_139015
SPRED3	XM_351191
SPRN	NM_001012508
SPRNP1	NR_033789
SPRR1A	NM_005987
SPRR1B	NM_003125
SPRR2A	NM_005988
SPRR2C	NM_006518
SPRR3	NM_005416
SPRR4	NM_173080
SPRY3	NM_005840
SPRYD3	NM_032840
SPRYD4	NM_207344
SPRYD5	NM_032681
SPRYD5P	NG_011760
SPRYD7	NM_020456
SPSB1	NM_025106
SPSB2	NM_032641
SPSB3	NM_080861
SPSB4	NM_080862
SPTA1	NM_003126
SPTAN1	NM_003127
SPTBN2	NM_006946
SPTBN5	NM_016642
SPTLC1	NM_006415
SPTLC2	NM_004863
SPTLC3	NM_018327
SPTSSA	NM_138288
SPTSSB	NM_145035
SPTY2D1	NM_194285
SPZ1	NM_032567
SQLE	NM_003129
SRBD1	NM_018079
SRC	NM_005417
SRCAP	NM_006662
SRCIN1	NM_025248
SRCRB4D	NM_080744
SRD5A1	NM_001047
SRD5A1P1	NG_001196
SRD5A2	NM_000348
SRD5A3	NM_024592
SREBF1	NM_004176
SREBF2	NM_004599
SREK1	NM_001077199
SREK1IP1	NM_173829
SRF	NM_003131
SRFBP1	NM_152546
SRGAP2	NM_015326
SRGAP2P2	NG_012336.1
SRGN	NM_002727
SRI	NM_003130
SRIP1	NG_003017
SRL	XM_064152
SRM	NM_003132
SRMS	NM_080823
SRP9	NM_003133
SRP9P1	NG_012272
SRP14	NM_003134
SRP14P1	XR_016442.1
SRP19	NM_003135
SRP54	NM_003136
SRP68	NM_014230
SRP68P1	NG_001591
SRP68P2	NG_001590
SRP68P3	NG_002720
SRPK1	NM_003137
SRPK2	NM_182691
SRPK3	NM_014370
SRPR	NM_003139
SRPX	NM_006307
SRPX2	NM_014467
SRR	NM_021947
SRRD	NM_001013694
SRRM1	NM_005839
SRRM1P1	NG_011412
SRRM3	NM_001110199
SRRM4	NM_194286
SRRM5	NM_001145641
SRRT	NM_015908
SRSF1	NM_006924
SRSF1P1	NG_011455
SRSF2	NM_003016
SRSF3	NM_003017
SRSF4	NM_005626
SRSF5	NM_001039465
SRSF6	NM_006275
SRSF7	NM_001031684
SRSF8	NM_032102
SRSF9	NM_003769
SRSF9P1	NG_000902
SRSF10	NM_006625
SRSF10P2	NG_001017
SRSF11	NM_004768
SRSF12	NM_080743
SRXN1	NM_080725
SS18L2	NM_016305
SSB	NM_003142
SSBP1	NM_003143
SSBP2	NM_012446
SSBP3	NM_018070
SSBP4	NM_032627
SSC5D	XM_001718392
SSFA2	NM_006751
SSH1	NM_018984
SSH2	NM_033389
SSH3	NM_018276
SSNA1	NM_003731
SSPN	NM_005086
SSPO	XM_376720
SSR2	NM_003145
SSR3	NM_007107
SSR4	NM_006280
SSRP1	NM_003146
SSSCA1	NM_006396
SST	NM_001048
SSU72	NM_014188
SSX1	NM_005635
SSX2	NM_003147
SSX2IP	NM_014021
SSX3	NM_021014
SSX5	NM_021015
SSX6	NR_028366
SSX7	NM_173358
SSX8	NM_174961
SSX9	NM_174962
SSX10	XM_001714824
SSXP1	NG_002577
SSXP3	NG_002580
SSXP4	NG_002578
SSXP5	NG_002579
SSXP6	NG_002585
SSXP7	NG_002587
SSXP8	NG_002583
SSXP9	NG_002584
SSXP10	NG_022942
ST3GAL3	NM_174963
ST3GAL6	NM_006100
ST5	NM_005418
ST6GAL2	NM_032528
ST6GALNAC1	NM_018414
ST6GALNAC2	NM_006456
ST6GALNAC3	NM_152996
ST6GALNAC4	NM_175040
ST6GALNAC5	NM_030965
ST6GALNAC6	NM_013443
ST7	NM_021908
ST7-AS1	NR_002330
ST7-AS2	NR_002331
ST7-OT3	NR_002332
ST7-OT4	NR_002329
ST8SIA2	NM_006011
ST8SIA4	NM_005668
ST8SIA6	XM_291725
ST13	NM_003932
ST13P1	XR_038318
ST13P2	XR_017370
ST13P3	NG_004762
ST13P4	NR_002183
ST13P5	NG_005653
ST13P6	NR_002199
ST13P7	NR_002198
ST13P8	NG_021690
ST13P9	NG_021711
ST13P10	NG_021804
ST13P11	NG_021831
ST13P12	NG_021887
ST13P13	NG_022189
ST13P17	NG_022574
ST13P18	NG_022623
ST13P19	NG_022751
ST13P20	NG_022788
ST13P21	NG_022797
STAB1	NM_015136
STAC	NM_003149
STAC2	NM_198993
STAC3	NM_145064
STAG1	NM_005862
STAG2	NM_006603
STAG3	NM_012447
STAG3L1	NM_001002840
STAG3L2	NM_001025202
STAG3L3	NM_001013739
STAG3L4	NM_022906
STAM	NM_003473
STAM2	NM_005843
STAMBP	NM_006463
STAMBPL1	NM_020799
STAP1	NM_012108
STAP2	NM_001013841
STAR	NM_000349
STARD4	NM_139164
STARD6	NM_139171
STARD8	NM_014725
STAT1	NM_007315
STAT2	NM_005419
STAT3	NM_139276, NM_003150
STAT4	NM_003151
STAT5A	NM_003152
STAT5B	NM_012448
STAT6	NM_003153
STATH	NM_003154
STAU1	NM_017453
STBD1	NM_003943
STC2	NM_003714
STEAP1	NM_012449
STEAP2	NM_152999
STEAP3	NM_018234
STEAP4	NM_024636
STIL	NM_003035
STIM1	NM_003156
STIM2	NM_020860
STIP1	NM_006819
STK3	NM_006281
STK4	NM_006282
STK4-AS1	NR_038341
STK10	NM_005990
STK11	NM_000455
STK11IP	NM_052902
STK16P1	NG_002530
STK17A	NM_004760
STK24	NM_003576
STK25	NM_006374
STK31	NM_031414
STK32A	NM_145001
STK32B	NM_018401
STK32C	NM_173575
STK33	NM_030906
STK35	NM_080836
STK38	NM_007271
STK38L	NM_015000
STK39	NM_013233
STK40	NM_032017
STMN1	NM_005563
STMN2	NM_007029
STMN3	NM_015894
STMN4	NM_030795
STOM	NM_004099
STOML1	NM_004809
STOML2	NM_013442
STON1	NM_006873
STON2	NM_033104
STOX1	NM_152709
STOX2	NM_020225
STRA8	NM_182489
STRA13	NM_144998
STRADB	NM_018571
STRAP	NM_007178
STRC	NM_153700
STRN3	NM_014574
STS	NM_000351
STT3A	NM_152713
STT3B	NM_178862
STUB1	NM_005861
STX1A	NM_004603
STX2	NM_194356
STX3	NM_004177
STX4	NM_004604
STX5	NM_003164
STX6	NM_005819
STX8	NM_004853
STX10	NM_003765
STX12	NM_177424
STX16	NM_001001433
STX16-NPEPL1	NR_037945.1
STX17	NM_017919
STX19	NM_001001850
STXBP1	NM_003165
STXBP2	NM_006949
STXBP3	NM_007269
STXBP4	NM_178509
STYK1	NM_018423
STYX	NM_145251
STYXL1	NM_016086
SUB1	NM_006713
SUCLG1	NM_003849
SUCLG2	NM_003848
SUCNR1	NM_033050
SUDS3	NM_022491
SUFU	NM_016169
SUGP1	NM_021164
SUGP2	NM_001017392
SULF1	NM_015170
SULF2	NM_018837
SULT1A1	NM_001055
SULT1A2	NM_001054
SULT1A3	NM_003166
SULT1A4	NM_001017389
SULT1B1	NM_014465
SULT1C2	NM_176825
SULT1C3	NM_001008743
SULT1C4	NM_006588
SULT1D1P	NG_002642
SULT1E1	NM_005420
SULT2A1	NM_003167
SULT2B1	NM_004605
SULT4A1	NM_014351
SULT6B1	NM_001032377
SUMF1	NM_182760
SUMF2	NM_015411
SUMO1	NM_003352
SUMO1P1	NR_002189
SUMO1P2	NG_004725
SUMO1P3	NR_002190
SUMO1P4	NG_004726
SUMO2	NM_006937
SUMO2P1	NG_002750
SUMO2P3	NG_005815
SUN1	NM_025154
SUN2	XM_039332
SUN3	NM_152782
SUN5	NM_080675
SUOX	NM_000456
SUPT3H	NM_181356
SUPT4H1	NM_003168
SUPT5H	NM_003169
SUPT6H	NM_003170
SUPT7L	NM_014860
SUPT16HP	XR_016968
SUPV3L1	NM_003171
SURF1	NM_003172
SURF2	NM_017503
SURF4	NM_033161
SURF6	NM_006753
SUSD1	NM_022486
SUSD2	NM_019601
SUSD2P2	XR_015550
SUSD3	NM_145006
SUSD4	NM_017982
SUSD5	XM_171054
SUV39H1	NM_003173
SUV39H2	NM_024670
SUV420H1	NM_017635
SUV420H2	NM_032701
SUZ12	NM_015355
SUZ12P	NG_005675
SV2B	NM_014848
SVIP	NM_148893
SVOP	NM_018711
SVOPL	NM_174959
SWAP70	NM_015055
SWI5	NM_001040011
SWSAP1	NM_175871
SWT1	NM_017673
SYAP1	NM_032796
SYBU	NM_017786
SYCE1	NM_201564
SYCE1L	NM_001129979
SYCE2	XM_497609
SYCE3	NM_001123225
SYCP1	NM_003176
SYCP2	NM_014258
SYCP2L	NM_194299
SYCP3	NM_153694
SYDE1	NM_033025
SYF2	NM_015484
SYF2P1	NG_002474
SYMPK	NM_004819
SYN1	NM_006950
SYN2	NM_133625
SYNC	NM_030786
SYNCRIP	NM_006372
SYNDIG1	NM_024893
SYNDIG1L	XM_938515
SYNE1	NM_182961
SYNE2	NM_182914
SYNGAP1	XM_166407
SYNGR1	NM_004711
SYNGR2P1	NG_003218
SYNGR2P2	NG_001541
SYNJ2BP	NM_018373
SYNM	NM_145728
SYNPO	NM_007286
SYNPO2L	NM_024875
SYNRG	NM_007247
SYP	NM_003179
SYPL2	NM_001006603
SYS1	NM_033542
SYT1	NM_005639
SYT2	NM_177402
SYT3	NM_032298
SYT4	NM_020783
SYT5	NM_003180
SYT6	NM_205848
SYT7	NM_004200
SYT9	NM_175733
SYT10	NM_198992
SYT11	NM_152280
SYT12	NM_177963
SYT13	NM_020826
SYT14	NM_153262
SYT14L	NM_001014372
SYT15	NM_031912
SYT16	NM_031914
SYT17	NM_016524
SYTL1	NM_032872
SYTL2	NM_206927
SYTL4	NM_080737
SYTL5	NM_138780
SYVN1	NM_032431
SZT2	NM_015284
T	NM_003181
TAAR1	NM_138327
TAAR2	NM_014626
TAAR4P	NG_004855.2
TAAR5	NM_003967
TAAR6	NM_175067
TAAR7P	NG_004854.1
TAAR8	NM_053278
TAAR9	NM_175057
TAB1	NM_153497
TAB3	NM_152787
TAC1	NM_003182
TAC3	NM_001006667
TAC4	NM_170685
TACC1	NM_006283
TACO1	NM_016360
TACR1	NM_001058
TACR3	NM_001059
TACSTD2	NM_002353
TADA1	NM_053053
TADA2A	NM_001488
TADA2B	NM_152293
TAF1	NM_004606
TAF1A	NM_005681
TAF1B	NM_005680
TAF1C	NM_139353
TAF1D	NM_024116
TAF2	NM_003184
TAF3	NM_031923
TAF4	NM_003185
TAF4B	NM_005640
TAF5L	NM_014409
TAF5LP1	NG_022466
TAF6	NM_005641
TAF6L	NM_006473
TAF7	NM_005642
TAF8	NM_138572
TAF9	NM_016283
TAF9B	NM_015975
TAF9BP1	NG_001574
TAF9P1	NG_002930
TAF9P2	NG_002931
TAF9P3	NG_001012
TAF10	NM_006284
TAF11	NM_005643
TAF12	NM_005644
TAF13	NM_005645
TAF13P1	NG_001573
TAF15	NM_139215
TAGAP	NM_054114
TAGLN	NM_001001522
TAGLN2	NM_003564
TAGLN3	NM_013259
TAL1	NM_003189
TAL2	NM_005421
TALDO1	NM_006755
TALDO1P1	NG_009424
TAMM41	NM_138807
TANK	NM_133484
TAOK1	NM_020791
TAOK2	NM_016151
TAOK3	NM_016281
TAP1	NM_000593
TAP2	NM_000544
TAPBPL	NM_018009
TAPT1	NM_153365
TARBP1	NM_005646
TARBP2P	NG_001199
TARDBP	NM_007375
TARM1	NM_001135686
TARS	NM_152295
TARS2	NM_025150
TARS2P1	NG_028840
TARSL2	NM_152334
TAS2R2	NG_005302
TAS2R12	NG_005300
TAS2R14	NM_023922
TAS2R15	NG_002788
TAS2R16	NM_016945
TAS2R18	NG_002676
TAS2R19	NM_176888
TAS2R20	NM_176889
TAS2R30	NM_001097643
TAS2R31	NM_176885
TAS2R38	NM_176817
TAS2R39	NM_176881
TAS2R42	NM_181429
TAS2R43	NM_176884
TAS2R45	NM_176886
TAS2R46	NM_176887
TAS2R50	NM_176890
TAS2R63P	NG_002675
TAS2R64P	NG_002674
TASP1	NM_017714
TATDN1	NM_032026
TATDN2	XM_376203
TATDN2P3	NG_024898
TATDN3	XM_375838
TAX1BP1	NM_006024
TAX1BP3	NM_014604
TBC1D1	NM_015173
TBC1D2	NM_018421
TBC1D2B	NM_015079
TBC1D3	NM_001123391
TBC1D3B	NM_001001417
TBC1D3C	NM_001001418
TBC1D3F	NM_032258.2
TBC1D3G	NM_001040282
TBC1D3H	NM_001159332
TBC1D3P1	NG_005461
TBC1D3P1-DHX40P1	NR_002924
TBC1D3P2	NR_027486
TBC1D3P4	NG_029286
TBC1D3P5	NR_033892
TBC1D4	NM_014832
TBC1D5	NM_014744
TBC1D7	NM_016495
TBC1D8	NM_007063
TBC1D8B	NM_017752
TBC1D9	NM_015130
TBC1D9B	NM_015043
TBC1D10A	NM_031937
TBC1D10B	NM_015527
TBC1D10C	NM_198517
TBC1D13	NM_018201
TBC1D14	NM_020773
TBC1D15	NM_022771
TBC1D16	NM_019020
TBC1D17	NM_024682
TBC1D19	NM_018317
TBC1D20	NM_144628
TBC1D21	NM_153356
TBC1D22A	NM_014346
TBC1D22B	NM_017772
TBC1D23	NM_018309
TBC1D24	NM_020705
TBC1D25	NM_002536
TBC1D26	NM_178571
TBC1D27	XM_002343481
TBC1D28	NM_001039397
TBC1D29	NM_015594
TBC1D30	XM_037557
TBCA	NM_004607
TBCAP1	NG_004790
TBCAP2	NG_004791
TBCAP3	NG_004792
TBCB	NM_001281
TBCC	NM_003192
TBCCD1	NM_018138
TBCD	NM_005993
TBCE	NM_003193
TBCEL	NM_152715
TBCK	NM_033115
TBK1	NM_013254
TBKBP1	NM_014726
TBL1X	NM_005647
TBL1XR1	NM_024665
TBL1Y	NM_033284
TBL1YP1	NG_002819
TBL2	NM_012453
TBL3	NM_006453
TBPL2	NM_199047
TBR1	NM_006593
TBRG1	NM_032811
TBRG4	NM_030900
TBX1	NM_080647
TBX2	NM_005994
TBX3	NM_016569, NM_005996
TBX4	NM_018488
TBX5	NM_080717
TBX6	NM_004608, NM_080758
TBX10	NM_005995
TBX15	NM_152380
TBX19	NM_005149
TBX20	NM_020417
TBX21	NM_013351
TBX22	NM_016954
TC2N	NM_152332
TCAP	NM_003673
TCEA1	NM_006756
TCEA1P1	NG_001200
TCEA1P2	NG_003186
TCEA2	NM_198723
TCEA3	NM_003196
TCEAL1	NM_004780
TCEAL2	NM_080390
TCEAL3	NM_032926
TCEAL4	NM_024863
TCEAL5	XM_291334
TCEAL6	NM_001006938
TCEAL7	NM_152278
TCEAL8	NM_153333
TCEANC	NM_152634
TCEANC2	NM_153035
TCEB1	NM_005648
TCEB1P2	NG_003219
TCEB2	NM_007108
TCEB3	NM_003198
TCEB3B	NM_016427
TCEB3C	NM_145653
TCEB3CL	XM_001132059
TCEB3CL2	XM_929328
TCERG1	NM_001040006
TCERG1L	NM_174937
TCF3	NM_003200
TCF4	NM_003199
TCF7	NM_201634
TCF7L1	NM_031283
TCF7L2	NM_030756
TCF12	NM_003205
TCF15	NM_004609
TCF19	NM_007109
TCF20	NM_181492
TCF23	NM_175769
TCF25	NM_014972
TCFL5	NM_006602
TCHH	NM_007113
TCHHL1	XM_060104
TCHP	NM_032300
TCIRG1	NM_006019
TCL6	NM_012468
TCN1	NM_001062
TCN2	NM_000355
TCOF1	NM_001008656
TCP1	NM_030752
TCP1P1	NG_006549
TCP1P3	XR_017001
TCP10	NM_004610
TCP10L	NM_144659
TCP10L2	XR_040749
TCP11	NM_001093728
TCP11L1	NM_018393
TCP11L2	NM_152772
TCTA	NM_022171
TCTE1	NM_182539
TCTE3	NM_174910
TCTEX1D1	NM_152665
TCTEX1D2	NM_152773
TCTEX1D4	NM_001013632
TCTN1	NM_024549
TCTN2	NM_024809
TCTN3	NM_015631
TDGF1	NM_003212
TDGF1P1	NG_026672
TDGF1P2	NG_001244
TDGF1P3	NR_002718
TDGF1P4	NG_001243
TDGF1P5	NG_001242
TDGF1P6	NG_012350
TDGF1P7	NG_012349
TDH	NM_152566
TDO2	NM_005651
TDP1	NM_018319
TDRD3	NM_030794
TDRD5	NM_173533
TDRD6	XM_166443
TDRD7	NM_014290
TDRD9	NM_153046
TDRD10	NM_182499
TDRD12	NM_001015890
TDRG1	NR_024015
TDRKH	NM_006862
TEAD1	NM_021961
TEAD2	NM_003598
TEAD4	NM_003213
TECPR1	NM_015395
TECPR2	NM_014844
TECR	NM_138501
TECRL	NM_001010874
TECTA	NM_005422
TECTB	NM_058222
TEDDM1	NM_172000
TEF	NM_003216
TEFM	NM_024683
TEKT1	NM_053285
TEKT2	NM_014466
TEKT3	NM_031898
TEKT4	NM_144705
TEKT4P1	XM_002344445
TEKT4P2	NM_001033515
TEKT5	NM_144674
TELO2	NM_016111
TEN1	NM_001113324
TENC1	NM_170754
TEP1	NM_007110
TEPP	NM_199456
TERC	NR_001566
TERF1	NM_017489
TERF1P1	NG_003158
TERF1P3	XR_038210
TERF2IP	NM_018975
TERF2IPP1	NG_017137
TES	NM_015641
TESC	NM_017899
TESK1	NM_006285
TESK2	NM_007170
TET1	NM_030625
TET1P1	NG_006594
TET2	NM_017628
TEX2	NM_018469
TEX9	NM_198524
TEX10	NM_017746
TEX19	NM_207459
TEX21P	XR_018333
TEX26	NM_152325
TEX26-AS1	NR_038288
TEX28	NM_001586
TEX28P1	NG_005787
TEX28P2	XM_927078
TEX29	NM_152324
TEX30	NM_138779
TEX33	NM_178552
TEX34	NM_152343
TEX101	NM_031451
TEX261	NM_144582
TEX264	NM_015926
TF	NM_001063
TFAM	NM_003201
TFAMP1	NR_001288
TFAMP2	NR_001287
TFAP2A	NM_003220
TFAP2B	NM_003221
TFAP2C	NM_003222
TFAP2D	NM_172238
TFAP2E	NM_178548
TFAP4	NM_003223
TFB2M	NM_022366
TFCP2	NM_005653
TFCP2L1	NM_014553
TFDP1	NM_007111
TFDP1P	NG_009284
TFDP2	NM_006286
TFDP3	NM_016521
TFE3	NM_006521
TFEC	NM_012252
TFF1	NM_003225
TFF2	NM_005423
TFF3	NM_003226
TFG	NM_006070
TFIP11	NM_001008697
TFP1	NG_008673
TFPI	NM_006287
TFPI2	NM_006528
TFPT	NM_013342
TFR2	NM_003227
TG	NM_003235
TGDS	NM_014305
TGFB2	NM_003238
TGFB3	NM_003239
TGFBR3	NM_003243
TGFBRAP1	NM_004257
TGIF1	NM_170695
TGIF1P1	NG_002440
TGIF2	NM_021809
TGIF2LX	NM_138960
TGIF2LY	NM_139214
TGM1	NM_000359
TGM2	NM_198951
TGM3	NM_003245
TGM4	NM_003241
TGM5	NM_004245
TGM6	NM_198994
TGM7	NM_052955
TGOLN2	NM_006464
TGS1	NM_024831
TH	NM_000360
TH1L	NM_198976
THA1P	XM_372682
THADA	NM_022065
THAP1	NM_018105
THAP2	NM_031435
THAP3	NM_138350
THAP4	NM_015963
THAP5	NM_182529
THAP6	NM_144721
THAP7	NM_030573
THAP7-AS1	NR_027051
THAP8	NM_152658
THAP9	NM_024672
THAP10	NM_020147
THAP11	NM_020457
THBS1	NM_003246
THBS2	NM_003247
THBS3	NM_007112
THEGL	NM_001256475
THEM4	NM_053055
THEM5	NM_182578
THEMIS	NM_001010923
THG1L	NM_017872
THNSL1	NM_024838
THNSL2	NM_018271
THOC1	NM_005131
THOC5	NM_003678
THOC6	NM_024339
THOC7	NM_025075
THPO	NM_000460
THRAP3	NM_005119
THRB	NM_000461
THRSP	NM_003251
THSD4	NM_024817
THSD7A	XM_928187.2
THSD7B	XM_046570.9
THUMPD1	NM_017736
THUMPD2	NM_025264
THUMPD3	NM_015453
THY1	NM_006288
THYN1	NM_014174
TIA1	NM_022037
TIAF1	NM_004740
TIAL1	NM_022333, NM_003252
TIAM1	NM_003253
TIAM2	NM_012454
TICAM1	NM_014261
TICAM2	NM_021649
TIE1	NM_005424
TIFA	NM_052864
TIFAB	NM_001099221
TIGD1	NM_145702
TIGD3	NM_145719
TIGD4	NM_145720
TIGD5	NM_032862
TIGD6	NM_030953
TIGD7	NM_033208
TIGIT	NM_173799
TIMD4	NM_138379
TIMELESS	NM_003920
TIMM8A	NM_004085
TIMM8AP1	NG_003187.2
TIMM8B	NM_012459
TIMM10	NM_012456
TIMM17A	NM_006335
TIMM17B	NM_005834
TIMM21	NM_014177
TIMM22	NM_013337
TIMM23	NM_006327.2
TIMM50	NM_001001563
TIMMDC1	NM_016589
TIMP1	NM_003254
TIMP2	NM_003255
TIMP3	NM_000362
TIMP4	NM_003256
TINAG	NM_014464
TINAGL1	NM_022164
TIPARP	NM_015508
TIPARP-AS1	NR_027954
TIPIN	NM_017858
TIPRL	NM_152902
TIRAP	NM_148910
TJAP1	NM_080604
TJP1	NM_003257
TJP2	NM_201629
TK1	NM_003258
TKTL1	NM_012253
TKTL2	NM_032136
TLCD1	NM_138463
TLCD2	NM_001164407
TLE1	NM_005077
TLE1P1	NG_022665
TLE2	NM_003260
TLE3	NM_005078
TLE4	XM_212237
TLE6	NM_024760
TLK1	NM_012290
TLK2	NM_006852
TLN1	NM_006289
TLR4	NM_138554
TLR5	NM_003268
TLR7	NM_016562
TLR8	NM_016610
TLX1	NM_005521
TLX1NB	NM_001085398
TM2D1	NM_032027
TM2D2	NM_031940
TM2D3	NM_078474
TM4SF18	NM_138786
TM4SF19	NM_138461
TM4SF20	NM_024795
TM6SF1	NM_023003
TM6SF2	NM_203510
TM7SF2	NM_003273
TM7SF3	NM_016551
TM7SF4	NM_030788
TM9SF1	NM_006405
TM9SF3	NM_020123
TM9SF4	NM_014742
TMA16	NM_018352
TMA16P1	NG_006426
